firm,contact_name,phone,email,website,address,state,metro,rating,reviews
"Alvine Law Firm, LLP",,(605) 292-0809,,https://alvinelaw.com/,"519 N Main St, Mitchell, SD 57301, USA",SD,"Sioux Falls, SD",4.3,23
"Thomas J. Von Wald, Attorney",,(605) 336-2424,,http://www.boycelaw.com/,"Boyce Law Firm, 300 S Main Ave, Sioux Falls, SD 57104, USA",SD,"Sioux Falls, SD",,
O'Leary Law Office,,(605) 334-4506,,https://www.olearylawoffice.com/,"3500 S Phillips Ave #118, Sioux Falls, SD 57105, USA",SD,"Sioux Falls, SD",4.6,13
Carlin Law Office,,(712) 276-2646,,http://www.carlinlawoffice.com/contact/,"5728 Sunnybrook Dr, Sioux City, IA 51106, USA",SD,"Sioux Falls, SD",5,26
"Tim Bottaro, Attorney at Law",,(712) 252-3226,,https://siouxcitylawyers.com/attorneys/tim-bottaro/?utm_source=google&utm_medium=oragnic&utm_campaign=gbp,"613 Pierce St, Sioux City, IA 51101, USA",SD,"Sioux Falls, SD",5,18
"Angel Law, Prof. L.L.C.",,(605) 271-3216,,http://www.angellawsd.com/,"300 N Dakota Ave Unit 106, Sioux Falls, SD 57104, USA",SD,"Sioux Falls, SD",4.9,33
The Williams Firm: Car & Truck Accident Injury Lawyers,,(615) 492-3637,,http://www.lrwlawfirm.com/,"4400 Harding Pike Suite 402, Nashville, TN 37205, USA",TN,"Nashville, TN",5,85
Jeff Roberts & Associates: Car Accident & Injury Lawyers - Nashville Office,,(615) 422-4746,,https://www.jeffrobertsassociates.com/?UTM_source=GMB_listing&UTM_medium=organic,"213 Rep. John Lewis Way N Ste 300, Nashville, TN 37219, USA",TN,"Nashville, TN",5,178
Hughes & Coleman Injury Lawyers,,(615) 255-9100,,https://www.hughesandcoleman.com/personal-injury/nashville/?utm_source=google&utm_medium=organic&utm_campaign=GMB-NASH-TN,"446 James Robertson Pkwy #100, Nashville, TN 37219, USA",TN,"Nashville, TN",4.7,923
Ponce Law Tennessee Car & Truck Accident Injury Attorneys,,(615) 685-6117,,https://www.poncelaw.com/?utm_source=GBP&utm_medium=GBP&utm_campaign=GBP_NashvilleChurch&utm_id=GBP_NashvilleChurch,"401 Church St Suite 905, Nashville, TN 37219, USA",TN,"Nashville, TN",5,393
Labrum Law Firm,,(615) 265-0000,,https://labrumlawfirm.com/,"315 Deaderick St Ste 1525, Nashville, TN 37238, USA",TN,"Nashville, TN",4.9,370
NST Law Injury Attorneys,,(615) 558-5451,,https://www.nstlaw.com/nashville/?utm_source=google&utm_medium=organic&utm_campaign=gbp-nashville,"2323 21st Ave S #500, Nashville, TN 37212, USA",TN,"Nashville, TN",4.9,140
Bernheim Kelley Car Accident & Personal Injury Lawyers,,(615) 813-1111,,https://realjustice.com/?utm_source=GBP&utm_medium=organic&utm_campaign=nashville,"1 Music Cir N Ste 422, Nashville, TN 37203, USA",TN,"Nashville, TN",5,78
Woodard Injury Law - Nashville,,(615) 603-3172,,https://woodardinjurylaw.com/nashville-personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gmblisting,"2323 21st Ave S #306, Nashville, TN 37212, USA",TN,"Nashville, TN",4.9,109
Meyers Personal Injury Law Nashville,,(615) 590-3045,,https://meyersinjurylaw.com/?utm_source=google&utm_medium=organic&utm_campaign=nashville-gbp,"1308 Rosa L Parks Blvd Ste 101, Nashville, TN 37208, USA",TN,"Nashville, TN",5,76
Ponce Law Tennessee Car & Truck Accident Injury Attorneys,,(615) 285-6813,,https://www.poncelaw.com/?utm_source=GBP&utm_medium=GBP&utm_campaign=GBP_Nashville&utm_id=GBP_Nashville,"1905 21st Ave S, Nashville, TN 37212, USA",TN,"Nashville, TN",5,363
Selvidge Injury Law - Nashville Car Accident Lawyers,,(615) 492-8446,,https://selvidgeinjurylaw.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,"1321 Murfreesboro Pike #330, Nashville, TN 37217, USA",TN,"Nashville, TN",4.9,111
Matt Hardin Law: Car Accident & Injury Lawyers,,(615) 200-1111,,https://www.matthardinlaw.com/,"400, 207 23rd Ave N, Nashville, TN 37203, USA",TN,"Nashville, TN",4.9,96
"DevonLaw, PLLC",,(615) 623-0232,,https://www.devonlawtn.com/,"1101 Chapel Ave Ste 102, Nashville, TN 37206, USA",TN,"Nashville, TN",5,131
Bart Durham Injury Law,,(629) 318-0049,,https://bartdurham.com/?utm_campaign=gmb,"406 11th Ave N #200, Nashville, TN 37203, USA",TN,"Nashville, TN",4.7,570
Grissim & Waterman,,(615) 255-9999,,https://www.grissimandwaterman.com/,"325 Union St, Nashville, TN 37201, USA",TN,"Nashville, TN",4.8,211
Weir & Kestner Injury Lawyers,,(615) 240-5903,,https://www.wkjustice.com/nashville/,"3200 West End Ave Ste. 500, Nashville, TN 37203, USA",TN,"Nashville, TN",5,39
Witherington Injury Law,,(615) 697-6503,,https://www.wlawfirm.com/?utm_source=GMB&utm_medium=organic&utm_campaign=nashville,"51 Century Blvd #125, Nashville, TN 37214, USA",TN,"Nashville, TN",4.9,126
"Minner Vines Injury Lawyers, PLLC Nashville",,(615) 551-3457,,https://www.mvmlaw.com/nashville-personal-injury-lawyer/?utm_source=gmb&utm_medium=organic&utm_campaign=nashville,"49 Music Square W #504, Nashville, TN 37203, USA",TN,"Nashville, TN",4.9,193
Queener Law,,(615) 933-9000,,https://queenerlaw.com/tennessee-accident-lawyer/,"213 Rep. John Lewis Way N Ste 200, Nashville, TN 37219, USA",TN,"Nashville, TN",4.6,118
"Steinger, Greene & Feiner",,(615) 590-3106,,https://www.injurylawyers.com/nashville/?y_source=1_MTQ5MjIyNjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"3102 West End Ave #1050, Nashville, TN 37203, USA",TN,"Nashville, TN",4.8,863
Morgan & Morgan,,(615) 490-0944,,https://www.forthepeople.com/office-locations/tennessee/nashville/?utm_source=GMB&utm_medium=local&utm_campaign=NashvilleTNGMB,"150 4th Ave N Ste 300, Nashville, TN 37219, USA",TN,"Nashville, TN",4.7,6056
Rocky McElhaney Law Firm: Car Accident & Injury Lawyers,,(615) 323-2053,,https://www.rockylawfirm.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_nashville_mainstream,"545 Mainstream Dr #405, Nashville, TN 37228, USA",TN,"Nashville, TN",4.8,421
Rocky McElhaney Law Firm: Car Accident & Injury Lawyers,,(615) 490-0424,,https://www.rockylawfirm.com/?utm_source=google&utm_medium=gmb&utm_campaign=nashville_main_st,"615 Main St B21, Nashville, TN 37206, USA",TN,"Nashville, TN",4.9,356
Reasonover Law Firm,,(615) 241-0405,,http://reasonoverlaw.com/,"2323 21st Ave S #306, Nashville, TN 37212, USA",TN,"Nashville, TN",4.8,86
Monge & Associates Injury and Accident Attorneys,,(615) 258-6108,,https://www.becauseyouwanttowin.com/nashville-tn-personal-injury-lawyer/,"205 Van Buren St Ste 104, Nashville, TN 37208, USA",TN,"Nashville, TN",4.9,176
Nashville Injury Attorneys,,(615) 592-4434,,http://nashvilleinjuryattorneys.com/?utm_campaign=nashville,"2190 Nolensville Pk B, Nashville, TN 37211, USA",TN,"Nashville, TN",5,10
"Bill Easterly & Associates, P.C.",,(615) 244-2222,,https://www.billeasterly.com/,"3017 Poston Ave, Nashville, TN 37203, USA",TN,"Nashville, TN",4.9,131
The Higgins Firm,,(615) 619-4864,,https://www.thehigginsfirm.com/?utm_source=google&utm_medium=local,"200 Hart St, Nashville, TN 37210, USA",TN,"Nashville, TN",4.7,332
DRS Law,,(615) 742-1775,,https://www.drslawfirm.com/,"1913 21st Ave S, Nashville, TN 37212, USA",TN,"Nashville, TN",4.7,83
Michael K Pence Attorney at Law,,(615) 470-2222,,https://personalinjurytn.com/,"4117 Gallatin Pike Suite 101, Nashville, TN 37216, USA",TN,"Nashville, TN",5,65
Woodard Injury Law - Madison,,(615) 205-3591,,https://woodardinjurylaw.com/service-area/madison-tn/,"607 W Due West Ave #95, Madison, TN 37115, USA",TN,"Nashville, TN",5,173
Howe.Law Injury & Accident Lawyers,,(404) 383-6204,,https://howe.law/nashville,"912 Harpeth Valley Pl, Nashville, TN 37221, USA",TN,"Nashville, TN",4.9,41
Ponce Law Tennessee Car & Truck Accident Injury Attorneys,,(615) 551-2685,,https://www.poncelaw.com/goodlettsville-injury/?utm_source=GBP&utm_medium=GBP&utm_campaign=GBP_Goodlettsville&utm_id=GBP_Goodlettsville,"400 Professional Park Dr, Goodlettsville, TN 37072, USA",TN,"Nashville, TN",4.7,719
Law Office of Stanley A. Davis,,(615) 866-3938,,https://standavislaw.com/,"5214 Maryland Way Ste 309, Brentwood, TN 37027, USA",TN,"Nashville, TN",5,658
Law Office of Eric Beasley,,(615) 859-2223,,https://www.tennesseeinjuryattorney.com/,"1000 Northchase Dr #307, Goodlettsville, TN 37072, USA",TN,"Nashville, TN",5,132
KP Injury Law,,(615) 709-5900,,https://injuredincarcrash.com/nashville-personal-injury-lawyer/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-website-goodletsville,"405 2 Mile Pike Ste B Unit 104, Goodlettsville, TN 37072, USA",TN,"Nashville, TN",4.9,287
"Stillman & Friedland Car, Truck, & Motorcycle Accident Attorneys",,(615) 270-1432,,https://jstillman.com/,"95 White Bridge Rd Ste 222, Nashville, TN 37205, USA",TN,"Nashville, TN",4.7,78
"Heit Law, LLC: Car Accident Attorney Nashville, TN",,(615) 962-3000,,https://www.heitlawllc.com/nashville/personal-injury-lawyer-nashville-tn/,"555 Marriott Dr Suite: 315, Nashville, TN 37214, USA",TN,"Nashville, TN",4.6,9
The Roth Firm,,(629) 262-0603,,https://www.rothlawyer.com/nashville/?utm_source=gbp&utm_medium=organic&utm_campaign=nashville,"402 Bna Dr Building 100 Suite 410, Nashville, TN 37217, USA",TN,"Nashville, TN",4.9,325
Rocky McElhaney Law Firm: Car Accident & Injury Lawyers,,(615) 606-7034,,https://www.rockylawfirm.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_nashville_music_row,"1102 17th Ave S Ste 301, Nashville, TN 37212, USA",TN,"Nashville, TN",5,95
Raybin & Weissman Personal Injury Lawyers,,(615) 256-6666,,https://www.nashvilletnlaw.com/?utm_source=GMB&utm_medium=organic&utm_campaign=nashville,"511 Union St #1100, Nashville, TN 37219, USA",TN,"Nashville, TN",4.9,134
Tennessee SledgeHammer,,(615) 219-0303,,https://www.hammerthem.com/,"275 Jackson Meadows Dr Ste 104, Hermitage, TN 37076, USA",TN,"Nashville, TN",4.8,98
Tennessee Accident Law Firm,,(615) 212-9866,,https://tennesseeaccident.law/,"222 2nd Ave S 17th floor, Nashville, TN 37201, USA",TN,"Nashville, TN",5,3
Kinnard Law,,(615) 933-2893,,https://www.kinnardlaw.com/?utm_source=GMB&utm_medium=organic&utm_campaign=nashville,"127 Woodmont Blvd, Nashville, TN 37205, USA",TN,"Nashville, TN",4.3,67
Cummings Law,,(615) 241-2000,,https://cummingsinjurylaw.com/?utm_source=google&utm_medium=organic-local&utm_campaign=Nashville,"4235 Hillsboro Pike #300, Nashville, TN 37215, USA",TN,"Nashville, TN",4.9,33
Tennessee Accident Law Firm,,(615) 212-9866,,https://tennesseeaccident.law/,"3401 Mallory Ln Ste 200, Franklin, TN 37067, USA",TN,"Nashville, TN",5,62
Hogan & Hogan,,(855) 464-2652,,http://hoganlegal.com/,"555 Marriott Dr Ste 315, Nashville, TN 37214, USA",TN,"Nashville, TN",5,98
Johnson Law Group,,(888) 890-8158,,https://www.johnsonlawgroup.com/,"1019 16th Ave S, Nashville, TN 37212, USA",TN,"Nashville, TN",5,10
Law Office of Eric Beasley,,(615) 845-5944,,https://www.tennesseeinjuryattorney.com/,"3354 Perimeter Hill Dr #114, Nashville, TN 37211, USA",TN,"Nashville, TN",5,43
Law Offices of Luvell L. Glanton,,(615) 244-4511,,https://www.glantonlaw.com/,"915 Jefferson St, Nashville, TN 37208, USA",TN,"Nashville, TN",4.4,94
Salt Lake Injury Law - Car Accident Attorney,,(385) 444-7545,,https://saltlakeinjury.com/,"3195 S Main St Ste 198, South Salt Lake, UT 84115, USA",UT,"Salt Lake City, UT",4.9,251
Craig Swapp & Associates,,(801) 405-3273,,https://www.craigswapp.com/locations/utah/salt-lake-city/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_id=SLC&utm_content=main_button,"222 S Main St Ste 500, Salt Lake City, UT 84101, USA",UT,"Salt Lake City, UT",4.9,949
Parker & McConkie Personal Injury Lawyers Salt Lake City,,(385) 336-5261,,https://www.parkerandmcconkie.com/salt-lake-city-personal-injury-lawyer/?utm_medium=organic&utm_campaign=gmb-salt-lake-city,"466 S 500 E Ste 100, Salt Lake City, UT 84102, USA",UT,"Salt Lake City, UT",5,149
Robert J. DeBry & Associates,,(801) 888-8888,,http://www.robertdebry.com/,"35 W Broadway Suite 300, Salt Lake City, UT 84101, USA",UT,"Salt Lake City, UT",4.8,710
Monge & Associates Injury and Accident Attorneys,,(385) 406-2466,,https://www.becauseyouwanttowin.com/salt-lake-city-utah-personal-injury-lawyer/,"299 S Main St Ste 1348, Salt Lake City, UT 84111, USA",UT,"Salt Lake City, UT",4.9,160
Cutt Kendell & Olson,,(801) 901-3470,,https://www.ckolaw.com/,"215 State St Ste 900, Salt Lake City, UT 84111, USA",UT,"Salt Lake City, UT",4.9,198
McMinn Personal Injury Lawyers Salt Lake City,,(385) 432-8939,,https://www.mcminnlaw.com/salt-lake-city-personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gmb-salt-lake-city,"650 S 500 W Ste 290, Salt Lake City, UT 84104, USA",UT,"Salt Lake City, UT",4.9,59
Siegfried & Jensen Personal Injury Attorneys,,(801) 845-2455,,https://siegfriedandjensen.com/salt-lake-city-ut/personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-salt-lake-city,"5664 S Green St, Salt Lake City, UT 84123, USA",UT,"Salt Lake City, UT",4.8,2208
The Advocates Injury Attorneys,,(801) 348-6618,,http://www.utahadvocates.com/?utm_source=google&utm_medium=local&utm_campaign=gmb-murray,"737 E Winchester St, Salt Lake City, UT 84107, USA",UT,"Salt Lake City, UT",4.8,1315
Salt Lake City Personal Injury Lawyers Good Guys Injury Law,,(801) 683-5477,,https://christensenhymas.com/salt-lake-city-personal-injury-attorney/?utm_source=GBP&utm_medium=organic&utm_campaign=Salt_Lake_City,"522 E 100 S Ste 100A, Salt Lake City, UT 84101, USA",UT,"Salt Lake City, UT",5,172
Handy & Handy Attorneys At Law,,(801) 896-1694,,https://www.handylawutah.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"2150 S 1300 E Ste 300, Salt Lake City, UT 84106, USA",UT,"Salt Lake City, UT",4.9,315
Swenson & Shelley Law - Salt Lake City Accident & Injury Lawyers,,(801) 447-5464,,https://www.swensonshelley.com/salt-lake-city-personal-injury-attorneys/?utm_source=local&utm_medium=organic&utm_campaign=gmb,"2150 1300 E #530, Salt Lake City, UT 84106, USA",UT,"Salt Lake City, UT",5,24
Valley Law,,(801) 810-9999,,https://valleylawutah.com/salt-lake-city-personal-injury/?utm_source=gbp&utm_medium=gbp&utm_campaign=slc,"5255 4015 W Ste. 207C, Salt Lake City, UT 84129, USA",UT,"Salt Lake City, UT",4.8,113
Cockayne Law,,(801) 268-2491,,https://cockaynelaw.com/,"6671 S Redwood Rd Ste 110, West Jordan, UT 84084, USA",UT,"Salt Lake City, UT",4.9,249
"Feller & Wendt, LLC - Personal Injury & Car Accident Lawyers",,(801) 845-4380,,https://www.fellerwendt.com/salt-lake-city-personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gbp-saltlakecity,"4424 S 700 E #240, Millcreek, UT 84107, USA",UT,"Salt Lake City, UT",4.7,150
Siegfried & Jensen,,(801) 876-1050,,https://siegfriedandjensen.com/salt-lake-city-ut/personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-salt-lake-city,"32 Exchange Pl #301, Salt Lake City, UT 84111, USA",UT,"Salt Lake City, UT",4.9,199
Lance Bingham Utah Personal Injury Lawyers - Salt Lake City Office,,(801) 383-2922,,http://www.lancebingham.com/?utm_source=google&utm_medium=organic-local&utm_campaign=Salt_Lake_City,"250 E 200 S #1050, Salt Lake City, UT 84111, USA",UT,"Salt Lake City, UT",4.9,146
Lowe Law Group,,(801) 905-8539,,https://www.lowelawgroup.com/salt-lake-city/?utm_source=GMB&utm_medium=organic&utm_campaign=saltlakecity,"1991 S 4650 W Suite 401, Salt Lake City, UT 84104, USA",UT,"Salt Lake City, UT",5,142
TJ Auto Law,,(801) 565-1515,,,"311 S State St Ste 240, Salt Lake City, UT 84111, USA",UT,"Salt Lake City, UT",4.8,80
Fielding Law Accident Attorneys,,(801) 666-2912,,https://www.fieldinglaw.com/personal-injury/taylorsville/,"4179 Riverboat Rd #150, Taylorsville, UT 84123, USA",UT,"Salt Lake City, UT",4.8,350
Steele Adams Hosman,,(801) 816-3999,,https://www.sahlegal.com/?utm_source=GMB&utm_medium=organic&utm_campaign=saltlakecity,"6713 S 1300 E, Salt Lake City, UT 84121, USA",UT,"Salt Lake City, UT",4.9,378
Salt Lake Catastrophic Injury Attorney | Chuck Conrad,,(801) 996-7109,,https://www.salt-lake-catastrophic-injury-attorney.com/?utm_source=gmb&utm_medium=organic,"95 S State St Suite 500, Salt Lake City, UT 84111, USA",UT,"Salt Lake City, UT",4.9,7
Rasmussen & Miner,,(801) 363-8500,,https://rasmussenandminer.com/,"1334 2nd Ave, Salt Lake City, UT 84103, USA",UT,"Salt Lake City, UT",4.7,63
BAM Personal Injury Lawyers - Murray Office,,(801) 970-9913,,https://baminjurylaw.com/utah-personal-injury-lawyer/,"310 E 4500 S #550, Murray, UT 84107, USA",UT,"Salt Lake City, UT",5,224
Parker & McConkie Personal Injury Lawyers Midvale,,(385) 595-5204,,https://www.parkerandmcconkie.com/midvale-personal-injury-lawyer/?utm_medium=organic&utm_campaign=gmb-midvale,"7090 Union Park Ave #160, Midvale, UT 84047, USA",UT,"Salt Lake City, UT",5,611
Porrazzo Rawlings Accident & Injury Law,,(801) 890-3699,,https://porrazzorawlingslaw.com/,"11576 State St Bldg 401, Draper, UT 84020, USA",UT,"Salt Lake City, UT",4.9,242
The Advocates Injury Attorneys,,(385) 336-5936,,https://www.utahadvocates.com/locations/salt-lake-city-downtown-ut/?utm_source=google&utm_medium=local&utm_campaign=gmb-downtownslc,"405 S Main St #355, Salt Lake City, UT 84111, USA",UT,"Salt Lake City, UT",4.9,76
Gosdis Law,,(385) 429-9960,,http://www.shanegosdis.com/,"5383 S 900 E #290, Salt Lake City, UT 84117, USA",UT,"Salt Lake City, UT",4.8,107
Dewsnup King Olsen Worel Havas,,(801) 533-0400,,https://www.dkow.com/,"201 S Main St #1200, Salt Lake City, UT 84111, USA",UT,"Salt Lake City, UT",4.8,23
ACCIDENTS & INJURIES LLC,,(801) 433-8418,,http://www.pideayuda.com/,"2195 W 5400 S Ste 105, Taylorsville, UT 84129, USA",UT,"Salt Lake City, UT",5,13
Craig Swapp & Associates,,(801) 761-0226,,https://www.craigswapp.com/locations-served-utah/west-valley-city/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_id=WVC&utm_content=main_button,"2819 S 5600 W #155, West Valley City, UT 84120, USA",UT,"Salt Lake City, UT",5,324
"The Law Offices of Roberto Hernandez, PLLC",,(801) 590-3275,,https://hernandezinjurylaw.com/,"491 W 5300 S, Murray, UT 84123, USA",UT,"Salt Lake City, UT",4.6,321
"Younker Hyde Macfarlane, PLLC",,(801) 335-6467,,https://www.patientinjury.com/,"250 E 200 S Ste 1100, Salt Lake City, UT 84111, USA",UT,"Salt Lake City, UT",4.5,115
ReshLaw Accident & Injury,,(801) 810-7374,,https://reshlaw.com/,"45 Vine St, Murray, UT 84107, USA",UT,"Salt Lake City, UT",5,280
Ceda Law Group,,(855) 233-2529,,https://cedalawgroup.com/,"250 E 200 S 16th Floor, Unit 1628, Salt Lake City, UT 84111, USA",UT,"Salt Lake City, UT",5,12
Law Tigers Motorcycle Accident Lawyers - Salt Lake City,,(385) 279-5675,,https://lawtigers.com/locations/utah/salt-lake-city/motorcycle-accident-lawyer/,"405 S Main St, Salt Lake City, UT 84111, USA",UT,"Salt Lake City, UT",4.9,117
Morgan & Morgan,,(801) 907-8444,,https://www.forthepeople.com/office-locations/utah/salt-lake-city/?utm_source=GMB&utm_medium=local&utm_campaign=SaltLakeCityUTGMB,"222 S Main St Ste 537, Salt Lake City, UT 84101, USA",UT,"Salt Lake City, UT",4.7,460
Good Guys Injury Law - Draper Office,,(801) 316-8873,,https://christensenhymas.com/?utm_source=GBP&utm_medium=organic&utm_campaign=Draper,"11693 S 700 E #100, Draper, UT 84020, USA",UT,"Salt Lake City, UT",4.9,358
Ipson Law Firm,,(801) 332-9655,,https://ipsonlaw.com/?utm_source=gmb&utm_medium=url&utm_campaign=website,"4455 S 700 E #301, Millcreek, UT 84107, USA",UT,"Salt Lake City, UT",4.7,63
RamRock Injury Lawyers,,(385) 412-1927,,https://www.ramrockutah.com/?utm_campaign=gmb&utm_medium=organic&utm_source=google,"5353 S 960 E #100, Salt Lake City, UT 84117, USA",UT,"Salt Lake City, UT",4.9,110
Law Office of Ralph C Petty Injury Lawyers,,(801) 930-9235,,,"4110 Highland Dr #350, Salt Lake City, UT 84124, USA",UT,"Salt Lake City, UT",5,18
LifeLaw Trial Lawyers,,(801) 206-4002,,http://lifelaw.com/,"7440 Creek Rd Ste 401, Sandy, UT 84093, USA",UT,"Salt Lake City, UT",4.9,611
Feller & Wendt Personal Injury Attorneys - Layton,,(801) 845-4358,,https://www.fellerwendt.com/layton-personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gbp-layton,"67 S Main St #100, Layton, UT 84041, USA",UT,"Salt Lake City, UT",4.8,513
The Law Offices Of Martha Amaya,,(801) 590-9570,,http://amaya-law.com/,"988 E 3900 S, Salt Lake City, UT 84124, USA",UT,"Salt Lake City, UT",4.9,40
True North Injury Law,,(801) 849-3664,,https://truenorthinjurylaw.com/,"222 S Main St Ste 500, Salt Lake City, UT 84101, USA",UT,"Salt Lake City, UT",5,8
Taylor Law,,(801) 512-2335,,https://www.taylorlawutah.com/,"2880 W 4700 S Ste i, Salt Lake City, UT 84129, USA",UT,"Salt Lake City, UT",4.9,261
